@relation stream

@attribute text_prediction numeric
@attribute name_prediction numeric
@attribute status/day numeric
@attribute favorite/day numeric
@attribute gender {male,female}

@data
0.100869,0.95,1.610565,0.921376,male
0.131664,0.02,10.274973,0.123865,female
0.151485,0.5,35.589528,14.07836,female
0.184004,0.5,4.56363,4.611613,male
0.614775,0.99,16.737725,5.067066,male
0.167795,0.09,8.160243,0.821501,female
0.144019,0.85,3.129675,3.443419,male
0.284249,0.87,23.617021,0,male
0.070538,0.02,25.551232,7.897968,female
0.024411,0.86,41.96929,0.649488,male
0.02978,0.99,0.010399,0.742634,male
0.183802,0.97,2.814928,1.910956,male
0.013799,0.99,1.528337,3.249068,male
0.00152,0.5,106.199353,4.732138,male
0.867722,0.99,12.236543,0.000308,male
0.174726,0.02,12.378822,1.313703,female
0.117387,0.08,3.792549,38.136596,female
0.019138,0.98,12.077985,16.978067,female
0.086651,0.97,0.642099,0.019542,male
0.729077,0.5,121.992773,0.005204,male
0.063581,0.5,5.064494,3.963245,male
0.960022,0.97,13.240517,2.006669,male
0.015532,0.5,2.831585,1.304196,female
0.55419,0.27,0.002353,0.028824,female
0.198736,0.02,8.558534,5.242412,female
0.139794,0.93,2.817111,2.088655,female
0.711427,0.5,43.160844,15.426492,male
0.616893,0.86,0.153209,0.112836,male
0.240198,0.09,45.024578,73.253456,male
0.023486,0.38,1.945921,0.018127,female
0.5,0.99,0.965049,0.866667,male
0.101572,0.5,7.093346,2.719961,male
0.021399,0.5,3.947538,0.620258,male
0.230814,0.79,2.960467,0.490566,male
0.889859,0.99,1.448919,2.66965,male
0.001361,0.93,45.648846,0.789793,male
0.403636,0.5,7.136744,0.849302,male
0.044947,0.26,7.919614,5.570204,female
0.293947,0.9,0.569982,0.590232,female
0.191872,0.5,36.597116,23.446145,female
0.294179,0.5,18.398221,4.120553,male
0.392371,0.02,0.292248,0.036531,female
0.153508,0.5,1.314894,0.223211,female
0.19421,0.5,0.060741,0.001481,male
0.5,0.98,2.812834,0.131016,male
0.101995,1,20.287255,6.580503,male
0.5,0.5,49.133905,4.755315,female
0.558986,0.99,3.438394,1.745325,male
0.000609,0.75,7.468684,6.719209,female
0.161683,0.02,3.398464,2.025597,female
0.55052,0,8.02361,0,female
0.045548,0.08,6.039194,1.565136,male
0.239501,0.99,8.954479,0.049559,male
0.5,0.99,8.155789,5.057895,male
0.439704,0.5,21.643615,1.976241,male
0.433193,0.99,199.394171,43.938931,male
0.331257,0.85,25.205788,23.342214,female
0.5,0.74,289.967914,0.030303,female
0.720323,0.99,12.607472,0.372534,male
0.5,0.5,0.292149,0.172246,female
0.321765,0.99,10.883777,5.36331,male
0.211421,0.5,2.020857,0.044612,male
0.996604,0.25,29.984955,3.581745,female
0.319718,0.83,5.97619,0.284083,male
0.5,0.5,10.596649,5.259126,male
0.5,0.27,7.07904,2.66549,female
0.525437,0.5,29.929063,0.878242,male
0.072605,0.02,29.388207,0.119425,female
0.751592,0.99,10.192578,16.318957,male
0.47423,0.91,0.951954,2.574632,male
0.375601,0.99,3.272944,0.598729,male
0.072548,0.01,2.722992,3.940289,female
0.155387,0.99,2.925783,0.079365,male
0.5,0.63,32.899378,7.67704,male
0.621024,0.5,8.848421,0.312281,male
0.920508,0.98,129.502913,30.492557,male
0.842484,0.98,30.015093,2.163313,male
0.5,0.51,14.537505,15.963116,female
0.013234,0.04,1.573099,0.076555,female
0.5,0.5,55.566986,91.927632,male
0.168458,0.99,2.815184,3.379176,male
0.390643,0.02,1.987743,0.086099,female
0.742708,0.98,7.021117,6.75545,male
0.5,0.8,15.01897,24.782294,female
0.215673,1,0.241827,0.090587,male
0.321522,0.5,0.724914,0.166615,male
0.486977,0.02,1.581153,0.109096,female
0.106681,0.98,20.513721,7.199232,male
0.150049,0.75,66.864953,2.781776,male
0.262423,0.5,52.377633,43.397967,male
0.5,0.02,1.817175,0.171053,female
0.639113,0.99,0.965364,0.005638,male
0.056618,0.93,7.592652,1.448349,female
0.000151,0.11,23.253411,4.834308,female
0.429287,0.99,42.666415,0.023396,male
0.053925,0.02,0.631984,0.026796,female
0.100402,0.67,0.795688,2.309377,female
0.752911,0.85,60.657713,3.898695,male
0.021659,0.47,19.255203,1.483453,female
0.324339,0.02,0.567539,0.329319,female
0.878117,0.5,58.411915,1.030638,male
