@relation stream

@attribute status/day numeric
@attribute favorite/day numeric
@attribute gender {male,female}

@data
0.980609,0.434903,male
0.029933,0.645447,male
7.037646,11.185634,male
2.805838,0.836717,male
0.138768,0.018668,male
2.590093,2.759512,female
3.095549,3.675786,female
132.360221,0,male
0,0,male
0,0.002294,male
1.357777,0.747123,male
2.046129,0.083548,male
39.401251,5.478552,female
37.41597,2.540552,male
7.431628,5.371225,male
0.962006,0.284195,female
10.325532,4.235106,male
3.668858,12.736402,female
0.010056,0.001117,female
69.27836,2.311883,female
5,2.949487,female
5.042419,6.876053,male
0.02077,0.061297,male
6.965861,0.005252,male
13.282794,4.333475,female
7.242647,9.18115,female
0.000541,0,female
5.835275,2.82751,female
6.861434,0.128051,female
0.292221,0.034014,male
2.474535,0.00061,male
3.659654,1.51127,female
5.467225,7.349605,female
0.005439,1.473193,male
16.412147,1.074102,male
15.123207,2.401618,male
24.874753,2.776768,female
10.860585,1.660929,female
34.649359,42.29737,female
9.814722,2.672008,female
13.628407,4.523673,female
9.497029,8.102647,female
2.93631,0.87381,male
80.458795,4.250923,female
0,0.105882,male
22.137831,0.013058,female
0.238182,3.456364,female
0.777559,2.48622,female
18.302668,4.249617,female
1.610565,0.921376,male
10.274973,0.123865,female
35.589528,14.07836,female
4.56363,4.611613,male
16.737725,5.067066,male
8.160243,0.821501,female
3.129675,3.443419,male
23.617021,0,male
25.551232,7.897968,female
41.96929,0.649488,male
0.010399,0.742634,male
2.814928,1.910956,male
1.528337,3.249068,male
106.199353,4.732138,male
12.236543,0.000308,male
12.378822,1.313703,female
3.792549,38.136596,female
12.077985,16.978067,female
0.642099,0.019542,male
121.992773,0.005204,male
5.064494,3.963245,male
13.240517,2.006669,male
2.831585,1.304196,female
0.002353,0.028824,female
8.558534,5.242412,female
2.817111,2.088655,female
43.160844,15.426492,male
0.153209,0.112836,male
45.024578,73.253456,male
1.945921,0.018127,female
0.965049,0.866667,male
7.093346,2.719961,male
3.947538,0.620258,male
2.960467,0.490566,male
1.448919,2.66965,male
45.648846,0.789793,male
7.136744,0.849302,male
7.919614,5.570204,female
0.569982,0.590232,female
36.597116,23.446145,female
18.398221,4.120553,male
0.292248,0.036531,female
1.314894,0.223211,female
0.060741,0.001481,male
2.812834,0.131016,male
20.287255,6.580503,male
49.133905,4.755315,female
3.438394,1.745325,male
7.468684,6.719209,female
3.398464,2.025597,female
8.02361,0,female
6.039194,1.565136,male
8.954479,0.049559,male
8.155789,5.057895,male
21.643615,1.976241,male
199.394171,43.938931,male
25.205788,23.342214,female
289.967914,0.030303,female
12.607472,0.372534,male
0.292149,0.172246,female
10.883777,5.36331,male
2.020857,0.044612,male
29.984955,3.581745,female
5.97619,0.284083,male
10.596649,5.259126,male
7.07904,2.66549,female
29.929063,0.878242,male
29.388207,0.119425,female
10.192578,16.318957,male
0.951954,2.574632,male
3.272944,0.598729,male
2.722992,3.940289,female
2.925783,0.079365,male
32.899378,7.67704,male
8.848421,0.312281,male
129.502913,30.492557,male
30.015093,2.163313,male
14.537505,15.963116,female
1.573099,0.076555,female
55.566986,91.927632,male
2.815184,3.379176,male
1.987743,0.086099,female
7.021117,6.75545,male
15.01897,24.782294,female
0.241827,0.090587,male
0.724914,0.166615,male
1.581153,0.109096,female
20.513721,7.199232,male
66.864953,2.781776,male
52.377633,43.397967,male
1.817175,0.171053,female
0.965364,0.005638,male
7.592652,1.448349,female
23.253411,4.834308,female
42.666415,0.023396,male
0.631984,0.026796,female
0.795688,2.309377,female
60.657713,3.898695,male
19.255203,1.483453,female
0.567539,0.329319,female
58.411915,1.030638,male
16.718361,8.13419,female
46.884288,9.474192,female
0.848848,0.039894,male
2.513991,0.816642,female
1.171888,2.126164,male
13.771118,4.923602,female
0.449557,1.358647,female
0.134048,0.032172,male
135.870097,0.010966,male
1.253844,0.262943,male
14.016007,0.0249,female
6.396258,0.185031,female
0.085512,0.057951,male
0.821581,0.759615,female
1.648876,15.225787,female
1.262283,1.227189,female
4.526158,20.533019,male
5.199482,0.099093,female
10.25583,1.043258,male
49.885215,57.09589,male
12.990674,2.191535,male
20.373825,14.086768,female
81.204826,85.328686,male
3.920863,0.618392,female
1.861702,30.617021,female
14.759642,0.066116,female
2.637004,3.689284,male
11.351903,8.720984,male
9.242961,1.25756,female
9.724019,0.075981,female
29.391787,10.592754,female
0.513865,0.001369,male
3.110976,2.38374,female
26.244838,2.747577,male
1.472768,0.285233,male
13.407958,0.433319,female
3.727061,1.72395,male
3.839838,0.053387,male
5.56599,0.98181,male
27.154865,6.640166,female
133.863881,4.037287,female
0.414305,0.078947,male
40.655351,9.576278,male
2.236945,0.013885,male
8.985558,8.412849,female
148.65437,0.000802,male
0.173455,0.025172,male
57.523672,9.211198,male
3.982854,5.656163,male
131.785311,26.083719,female
5.137167,0.061396,male
30.276623,18.852597,female
1.476124,0.389045,female
12.065681,14.076765,male
5.607352,0.318196,female
17.554588,0.314729,female
63.003364,14.241711,male
8.987401,4.432571,female
15.37203,19.261395,male
0.593679,0.088347,male
32.688687,2.188687,male
26.008627,7.803738,male
3.468966,4.717241,female
29.536646,24.423913,male
35.811093,8.42708,male
6.506061,2.454545,female
34.228523,0.002377,male
2.606721,1.260734,male
34.675754,0.56125,female
2.59375,0.89625,female
2.490833,0.007214,male
26.028362,0,male
0.260704,0.074215,male
0.56646,0.009938,male
3.449664,3.589485,male
7.236728,0.827676,female
5.391502,0.559332,female
13.943929,16.668415,female
7.293864,2.37536,male
5.525845,7.482702,female
0.061241,0.072128,male
1.991803,8.220219,female
0.195356,0.170136,male
1.650262,1.381675,female
119.654883,6.385975,male
0.603596,8.349315,male
3.36193,0.116175,male
13.492205,20.650016,male
3.225344,3.400916,female
8.271812,7.41648,female
8.567684,0.506321,male
0,0,female
12.196987,0.020085,male
0.097984,0.021371,male
18.404994,0.40711,female
82.81018,0,male
0.292857,0.126488,male
10.482306,4.059182,female
16.427876,7.289714,female
70.350076,11.353852,male
4.391415,3.864589,female
9.057732,3.359794,male
3.215728,0.677173,male
0.197385,0.020727,male
6.084872,28.528584,female
12.080134,9.195298,female
3.536041,1.886898,male
0.61349,0.302008,female
18.232567,1.607713,male
2.579885,3.922989,female
8.626423,1.276302,male
8.553874,3.103511,female
13.153153,8.751213,female
9.846154,9.283091,male
5.323176,0.015082,female
5.678733,13.047717,female
26.931107,14.768366,female
0.855418,0.11782,male
1.668829,1.65431,male
0.735054,0,female
3.639477,0.592609,male
17.997727,5.526705,female
13.624635,17.763523,female
20.368719,24.992569,male
2.665334,3.150771,female
46.39601,7.452037,female
43.492588,0,male
5.088752,1.779782,female
50.096252,2.19019,female
6.665316,0.170178,male
122.284307,0.532482,male
4.317004,1.540891,male
0.142117,0.091615,male
1.354124,0.493349,male
16.047395,0.220917,female
5.309769,0.262211,male
2.436258,1.163559,female
80.826913,3.739086,female
22.012925,11.47619,female
0.55814,0.033223,female
4.037615,0.092966,female
26.075437,1.903711,female
9.073552,0.504304,female
45.209785,0.103327,male
7.155608,3.173776,female
2.184251,2.130211,female
9.605617,4.856056,male
0.439666,0.801253,female
2.242983,0.469627,male
29.624739,7.301713,female
25.458941,5.980409,female
0.073986,0.431299,male
19.660212,8.707238,female
43.736731,18.189975,male
0.813548,0.003353,female
8.930054,6.478992,female
0.950888,1.181818,female
9.518009,1.299474,female
0.034146,0,female
3.616289,2.448606,female
3.737305,0.522461,male
6.6498,8.419339,male
0.002372,0.004745,male
63.532648,14.273265,male
60.765189,3.954351,male
2.224163,8.24163,female
48.16721,2.518187,female
1.5571,0.457795,male
0,0,female
0.455859,4.295947,female
1.115984,0.176413,male
20.628495,19.624945,female
3.009578,0.270353,female
76.381534,0.002504,male
0.887387,17.095495,female
4.638533,1.11525,male
28.567584,6.030239,female
9.301683,0.071134,male
0.511055,0.0029,female
28.73349,0.008381,female
11.846016,0.216896,female
3.714635,1.501572,male
5.194643,3.051786,male
0.784768,0.464238,male
25.947013,0.458701,female
8.490775,0,male
12.854637,5.78797,male
5.299363,0.024568,male
8.310771,1.37335,male
28.841131,2.350209,female
7.750667,3.775829,female
9.523463,2.097158,male
4.533838,0.294949,male
1.027468,0.824034,female
24.501941,27.475543,female
39.249785,15.582833,female
53.01423,5.688228,male
2.371733,1.455954,female
2.235062,0.008796,male
1.411744,10.631765,male
1.756669,1.54782,female
0.167667,0.179295,female
7.335619,0.31581,female
12.226577,7.827597,female
7.507002,1.514827,female
23.504791,4.350541,female
3.166937,1.032415,female
0.167669,0.321542,male
23.174807,6.402742,male
0.657143,0.6,female
0.35504,0.12362,female
47.612335,0.126872,male
4.612956,0.161677,male
34.083811,1.868911,male
8.025589,1.876768,male
7.767965,0,male
14.590493,1.480157,male
25.053444,7.653207,male
23.182668,125.158029,female
9.966965,2.81047,male
0.113486,3.803342,female
53.04775,6.104501,male
2.332049,2.59322,female
11.568042,3.496927,female
121.22792,7.398504,female
6.38116,3.141609,male
13.462988,3.374159,male
2.866019,3.96699,male
5.875,7.889249,female
8.041019,5.427595,male
0.027424,0,male
17.139282,13.955219,female
1.821536,0.671866,female
32.226391,11.105218,male
1.63541,0.212832,female
13.301899,3.011392,female
28.834787,9.372683,male
0.003419,0,female
20.72795,17.458385,female
0.4853,0.193012,male
6.08611,1.045859,female
23.761401,6.305103,female
10.378879,5.336418,male
2.059992,1.743135,male
0.514778,0.846059,male
0.480372,0.01343,male
12.955954,1.330343,female
0.004353,0.006529,male
1.26644,0.159,male
3.26219,0.673225,female
0.701311,0.456929,female
4.102533,0.166921,female
0.290479,0.155852,male
0.734222,0.498597,female
0.001193,0,male
6.433162,12.579692,female
3.954013,2.233243,female
1.547461,1.22213,male
0.899618,0.53074,male
1.339326,6.96236,male
0.369295,0.65249,female
29.843211,2.273068,female
28.538668,18.260256,female
24.271682,0,female
0,0,female
16.20098,0.455182,male
52.046064,7.836683,male
9.353078,3.863821,female
0.669913,1.609848,male
27.339723,20.770799,male
2.387981,4.0369,female
33.956386,0.428207,male
132.877698,61.774211,male
9.772014,0.013872,male
4.598526,4.927075,female
3.675847,2.393538,female
7.864155,2.827055,male
0.791889,4.245464,male
3.937418,1.713786,female
135.553775,7.619658,male
20.205955,0.936157,male
2.627582,2.809842,male
1.469405,0.888706,male
24.968158,35.182444,male
0.005747,2.296935,male
11.035815,2.121489,female
5.904936,10.394881,female
6.899761,1.621321,male
13.736957,4.728949,male
4.315922,11.623807,male
9.421144,0.039861,male
0.01561,0.034146,female
0.125942,0.099874,female
84.501591,0,female
8.455992,0,female
1.8167,1.245353,male
1.79434,0.156981,male
0.65807,2.859711,male
6.158654,2.773077,female
6.509388,5.434694,male
66.211701,1.162327,male
1.286514,1.163868,male
4.281654,1.116279,female
6.136676,1.30558,female
1.855458,3.083682,female
49.538957,15.533742,male
83.85737,0,female
1.15147,8.791231,male
13.631971,0.001491,male
0.011521,0.019585,female
0.560901,0.120889,female
4.646936,0.330643,female
31.248136,1.005368,male
1.678466,0.846239,female
1.816819,3.030391,male
0.446025,0.196509,male
0,0,female
7.380531,1.374336,male
16.645137,0.587602,female
0.951402,0,male
5.442105,27.128947,female
4.635294,1.954622,male
2.9713,0.384163,male
84.319724,0,male
6.007991,0.00109,male
3.325926,16.101646,female
8.82203,2.949445,male
31.085772,60.873865,female
84.269353,0,female
2.517056,1.271454,female
2.263433,13.227294,male
11.155838,18.337563,female
23.698658,0.002685,male
84.116649,0,female
0.267342,0.085021,male
0.049908,0.055453,male
9.258301,1.240293,female
46.166295,31.051927,male
4.003724,2.460583,female
2.99014,0.07798,male
84.325557,0,male
